ID,DOI,Type,PublishedDate,Source,ScrapDate,title_words,abstract_sentences,abstract_words,abstract_length,abstract_wc,abstract_kw,abstract_kw_sum,abstract_sentiment
DOI:10.1016/j.kint.2020.05.006,10.1016/j.kint.2020.05.006,Kidney International,2020-05-16 00:00:00,ELSEVIER,2020-05-23 22:13:35.057884,"['acute', 'kidney', 'injury', 'patient', 'hospitalize', 'covid-19']",['N/A ( Too many request )'],"['na', '', 'request', '']",4,"{'': 2, 'na': 1, 'request': 1}",{},0,0.0
DOI:10.1016/j.therap.2020.05.009,10.1016/j.therap.2020.05.009,Therapies,2020-05-20 00:00:00,ELSEVIER,2020-05-23 22:13:35.057884,"['renin-angiotensin-aldosterone', 'system', 'covid-19', 'infection']",['N/A ( Too many request )'],"['na', '', 'request', '']",4,"{'': 2, 'na': 1, 'request': 1}",{},0,0.0
DOI:10.1016/j.enfcli.2020.05.016,10.1016/j.enfcli.2020.05.016,Enfermería Clínica,2020-05-23 00:00:00,ELSEVIER,2020-05-23 22:13:35.057884,"['cuidados', 'enfermeros', 'en', 'el', 'paciente', 'adulto', 'ingresado', 'en', 'unidades', 'de', 'hospitalizacin', 'por', 'covid-19']",['N/A ( Too many request )'],"['na', '', 'request', '']",4,"{'': 2, 'na': 1, 'request': 1}",{},0,0.0
DOI:10.1016/j.ando.2020.04.005,10.1016/j.ando.2020.04.005,Annales d'Endocrinologie,2020-04-21 00:00:00,ELSEVIER,2020-05-23 22:13:35.057884,"['renin-angiotensin-aldosterone', 'system', 'covid-19', 'infection']",['N/A ( Too many request )'],"['na', '', 'request', '']",4,"{'': 2, 'na': 1, 'request': 1}",{},0,0.0
DOI:10.1016/j.jamda.2020.04.017,10.1016/j.jamda.2020.04.017,Journal of the American Medical Directors Association,2020-04-23 00:00:00,ELSEVIER,2020-05-23 22:13:35.057884,"['geriatrician', '', 'frontline', 'specialist', 'treatment', 'covid-19', 'patients']",['N/A ( Too many request )'],"['na', '', 'request', '']",4,"{'': 2, 'na': 1, 'request': 1}",{},0,0.0
DOI:10.1016/j.jviscsurg.2020.04.018,10.1016/j.jviscsurg.2020.04.018,Journal of Visceral Surgery,2020-04-30 00:00:00,ELSEVIER,2020-05-23 22:13:35.057884,"['endocrine', 'surgery', 'covid-19', 'epidemic', '', 'expert', 'guideline', 'afce']",['N/A ( Too many request )'],"['na', '', 'request', '']",4,"{'': 2, 'na': 1, 'request': 1}",{},0,0.0
DOI:10.1016/j.jtcvs.2020.04.059,10.1016/j.jtcvs.2020.04.059,The Journal of Thoracic and Cardiovascular Surgery,2020-04-27 00:00:00,ELSEVIER,2020-05-23 22:13:35.057884,"['adult', 'cardiac', 'surgery', 'covid-19', 'pandemic', '', 'aggressive', 'infection', 'mitigation', 'strategies', 'necessary', 'operating', 'room', 'surgical', 'recovery']",['N/A ( Too many request )'],"['na', '', 'request', '']",4,"{'': 2, 'na': 1, 'request': 1}",{},0,0.0
DOI:10.1016/j.neurol.2020.04.004,10.1016/j.neurol.2020.04.004,Revue Neurologique,2020-04-20 00:00:00,ELSEVIER,2020-05-23 22:13:35.057884,"['guidance', 'care', 'neuromuscular', 'patient', 'covid-19', 'pandemic', 'outbreak', 'french', 'rare', 'health', 'care', 'neuromuscular', 'diseases', 'network']",['N/A ( Too many request )'],"['na', '', 'request', '']",4,"{'': 2, 'na': 1, 'request': 1}",{},0,0.0
DOI:10.1016/j.fertnstert.2020.04.025,10.1016/j.fertnstert.2020.04.025,Fertility and Sterility,2020-04-16 00:00:00,ELSEVIER,2020-05-23 22:13:35.057884,"['prior', 'novel', 'coronaviruses', '', 'covid-19', '', 'human', 'reproduction', '', 'known', '']",['N/A ( Too many request )'],"['na', '', 'request', '']",4,"{'': 2, 'na': 1, 'request': 1}",{},0,0.0
DOI:10.1016/j.ultrasmedbio.2020.04.026,10.1016/j.ultrasmedbio.2020.04.026,Ultrasound in Medicine & Biology,2020-05-03 00:00:00,ELSEVIER,2020-05-23 22:13:35.057884,"['lung', 'ultrasound', 'children', 'covid-19', '', 'preliminary', 'findings']",['N/A ( Too many request )'],"['na', '', 'request', '']",4,"{'': 2, 'na': 1, 'request': 1}",{},0,0.0
